Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
300322,203380,Current,97089,4768.0,15076,Recurring Deposit,2024-03-30,2024,3,March
300323,201630,Current,17329,580.0,32917,Fixed Deposit,2024-05-10,2024,5,May
300324,209337,Current,90151,1131.0,19119,Mutual Fund,2024-06-23,2024,6,June
300325,206776,Current,50515,3977.0,17159,Mutual Fund,2022-11-20,2022,11,November
300326,200035,Savings,4687,1229.0,25510,Fixed Deposit,2022-06-17,2022,6,June
300327,200724,Current,56702,4487.0,3927,Mutual Fund,2024-05-17,2024,5,May
300328,209668,Savings,81838,2104.0,40793,Mutual Fund,2022-07-23,2022,7,July
300329,202506,Business,54217,2715.0,22803,Fixed Deposit,2023-01-03,2023,1,January
300330,203297,Savings,82749,3728.0,20368,Fixed Deposit,2022-07-05,2022,7,July
300331,200890,Business,80411,631.0,7739,Mutual Fund,2024-09-30,2024,9,September
300332,201400,Current,80114,4130.0,43232,Fixed Deposit,2022-07-04,2022,7,July
300333,207919,Business,52464,1998.0,24560,Mutual Fund,2025-02-01,2025,2,February
300334,209218,Business,98156,303.0,42332,Recurring Deposit,2023-03-21,2023,3,March
300335,204101,Savings,92461,1836.0,17844,Mutual Fund,2023-12-08,2023,12,December
300336,207571,Business,96814,434.0,2061,Fixed Deposit,2022-09-23,2022,9,September
300337,202660,Current,48054,3173.0,3171,Fixed Deposit,2024-08-21,2024,8,August
300338,205958,Current,67126,1335.0,4933,Mutual Fund,2023-04-07,2023,4,April
300339,203749,Business,47901,4081.0,21004,Mutual Fund,2024-09-05,2024,9,September
300340,208867,Business,96624,4338.0,35089,Mutual Fund,2024-09-29,2024,9,September
300341,208709,Current,56110,2240.0,28798,Recurring Deposit,2022-05-21,2022,5,May
300342,204479,Current,90067,4317.0,6194,Fixed Deposit,2024-11-07,2024,11,November
300343,207105,Current,26259,824.0,13278,Recurring Deposit,2022-07-26,2022,7,July
300344,206633,Savings,63156,493.0,6775,Fixed Deposit,2024-01-01,2024,1,January
300345,206694,Savings,77437,1563.0,47555,Recurring Deposit,2025-01-05,2025,1,January
300346,205394,Current,24349,2072.0,9060,Mutual Fund,2024-09-12,2024,9,September
300347,204703,Current,17317,2397.0,37465,Recurring Deposit,2024-08-15,2024,8,August
300348,208353,Savings,40345,2973.0,43087,Mutual Fund,2024-06-10,2024,6,June
300349,200600,Current,35922,3401.0,12418,Fixed Deposit,2023-07-25,2023,7,July
300350,209751,Current,19457,4664.0,47537,Mutual Fund,2023-04-30,2023,4,April
300351,208856,Savings,64669,1990.0,20245,Fixed Deposit,2023-02-01,2023,2,February
300352,204957,Savings,70544,4687.0,23035,Fixed Deposit,2025-01-24,2025,1,January
300353,206173,Savings,3686,4660.0,43330,Mutual Fund,2023-07-22,2023,7,July
300354,204576,Current,56673,1885.0,26429,Fixed Deposit,2023-03-26,2023,3,March
300355,204316,Current,25199,2255.0,16788,Fixed Deposit,2023-05-07,2023,5,May
300356,207733,Current,24575,1185.0,19719,Fixed Deposit,2023-11-25,2023,11,November
300357,206263,Current,16335,2204.0,8455,Recurring Deposit,2022-10-10,2022,10,October
300358,209964,Savings,9460,1058.0,40542,Recurring Deposit,2025-01-27,2025,1,January
300359,206012,Business,68914,2279.0,21656,Fixed Deposit,2024-12-17,2024,12,December
300360,207940,Current,57549,1201.0,45005,Recurring Deposit,2023-06-30,2023,6,June
300361,206657,Current,46164,4062.0,28687,Recurring Deposit,2024-02-29,2024,2,February
300362,201390,Current,53411,1095.0,15340,Mutual Fund,2023-07-25,2023,7,July
300363,207247,Savings,71797,1285.0,4175,Mutual Fund,2022-07-11,2022,7,July
300364,207526,Business,86037,1931.0,49629,Fixed Deposit,2022-04-04,2022,4,April
300365,204286,Current,58586,626.0,26352,Mutual Fund,2024-03-01,2024,3,March
300366,209909,Savings,39638,2966.0,30126,Fixed Deposit,2024-11-09,2024,11,November
300367,201957,Current,97396,1143.0,11897,Fixed Deposit,2024-08-11,2024,8,August
300368,209851,Current,71807,1784.0,35733,Mutual Fund,2022-08-23,2022,8,August
300369,203088,Current,28023,1339.0,29391,Mutual Fund,2022-07-12,2022,7,July
300370,205189,Business,87556,2157.0,28648,Mutual Fund,2024-07-03,2024,7,July
300371,201827,Savings,3066,199.0,14552,Fixed Deposit,2023-02-15,2023,2,February
300372,209308,Business,65080,1516.0,37217,Fixed Deposit,2024-05-14,2024,5,May
300373,202005,Savings,29603,2873.0,4789,Recurring Deposit,2023-05-06,2023,5,May
300374,201161,Savings,56229,2061.0,1727,Fixed Deposit,2022-10-12,2022,10,October
300375,206590,Current,70086,200.0,3553,Mutual Fund,2023-09-14,2023,9,September
300376,200167,Current,53399,3175.0,2744,Fixed Deposit,2022-07-05,2022,7,July
300377,208480,Business,74948,4346.0,20024,Mutual Fund,2023-04-04,2023,4,April
300378,201037,Savings,48391,2189.0,23763,Mutual Fund,2023-10-16,2023,10,October
300379,206198,Business,25144,4153.0,14844,Fixed Deposit,2023-06-06,2023,6,June
300380,204823,Current,99886,1061.0,37207,Mutual Fund,2022-11-21,2022,11,November
300381,207528,Business,90829,3800.0,32522,Fixed Deposit,2024-01-30,2024,1,January
300382,203973,Current,21804,3063.0,34977,Mutual Fund,2024-07-11,2024,7,July
300383,209376,Business,44959,4045.0,39777,Fixed Deposit,2025-03-17,2025,3,March
300384,209674,Business,24162,3707.0,35529,Recurring Deposit,2023-07-03,2023,7,July
300385,200199,Business,51592,3407.0,23732,Fixed Deposit,2024-10-26,2024,10,October
300386,208526,Business,95703,4319.0,23669,Mutual Fund,2024-12-30,2024,12,December
300387,203413,Savings,32181,2660.0,39467,Mutual Fund,2024-06-19,2024,6,June
300388,200178,Business,19810,1518.0,21861,Fixed Deposit,2022-04-02,2022,4,April
300389,208641,Current,59977,2818.0,35775,Mutual Fund,2025-01-21,2025,1,January
300390,201724,Savings,74916,4725.0,44141,Recurring Deposit,2024-07-29,2024,7,July
300391,201179,Savings,57963,186.88100848611936,15739,Fixed Deposit,2023-06-29,2023,6,June
300392,204835,Savings,79272,4698.0,3911,Recurring Deposit,2025-01-14,2025,1,January
300393,200867,Savings,18025,2932.0,33278,Recurring Deposit,2022-08-28,2022,8,August
300394,200977,Savings,97604,4307.0,35829,Fixed Deposit,2022-10-15,2022,10,October
300395,203640,Business,5793,3183.0,8509,Recurring Deposit,2023-05-05,2023,5,May
300396,208857,Business,70659,3509.0,25272,Mutual Fund,2022-09-16,2022,9,September
300397,200782,Business,7816,2127.0,41754,Recurring Deposit,2022-09-03,2022,9,September
300398,204297,Current,57598,2551.0,4841,Mutual Fund,2024-07-27,2024,7,July
300399,208038,Current,4667,2665.0,3786,Recurring Deposit,2022-11-17,2022,11,November
300400,206732,Business,56158,451.0,16459,Fixed Deposit,2023-05-18,2023,5,May
300401,209679,Business,77847,2093.0,44697,Mutual Fund,2023-06-01,2023,6,June
300402,203550,Savings,66526,1247.0,19573,Recurring Deposit,2024-10-15,2024,10,October
300403,208000,Business,86374,3020.0,38395,Mutual Fund,2023-02-11,2023,2,February
300404,207536,Current,67554,2608.405171622823,11459,Fixed Deposit,2023-09-04,2023,9,September
300405,203450,Savings,26132,3010.0,42272,Mutual Fund,2023-01-31,2023,1,January
300406,208314,Business,65415,3579.0,40160,Mutual Fund,2025-02-20,2025,2,February
300407,206197,Savings,42774,4480.0,2771,Mutual Fund,2024-11-30,2024,11,November
300408,205590,Business,59172,1973.0,28586,Recurring Deposit,2023-05-05,2023,5,May
300409,207373,Business,55449,1591.0,36972,Recurring Deposit,2024-05-14,2024,5,May
300410,206310,Savings,91658,4288.0,47004,Mutual Fund,2024-04-17,2024,4,April
300411,205085,Savings,43894,2639.256382349532,39835,Fixed Deposit,2023-04-15,2023,4,April
300412,200959,Current,4492,1827.0,35618,Mutual Fund,2022-06-07,2022,6,June
300413,205130,Business,68130,2242.0,26652,Mutual Fund,2022-08-11,2022,8,August
300414,209598,Current,2944,4598.0,40182,Recurring Deposit,2024-11-30,2024,11,November
300415,204604,Current,51707,858.0,36665,Mutual Fund,2024-01-08,2024,1,January
300416,208755,Business,9879,454.0,21227,Mutual Fund,2023-05-24,2023,5,May
300417,200724,Business,11325,353.1925723694183,16777,Fixed Deposit,2022-05-28,2022,5,May
300418,207221,Current,95867,197.0,4820,Fixed Deposit,2022-03-26,2022,3,March
300419,208438,Current,69494,3254.0,35004,Mutual Fund,2023-08-21,2023,8,August
300420,202628,Current,42533,421.0,37561,Mutual Fund,2022-10-10,2022,10,October
300421,206283,Business,47093,3045.0,20251,Fixed Deposit,2024-12-04,2024,12,December
300422,208596,Savings,38992,2545.0,13451,Fixed Deposit,2023-05-01,2023,5,May
300423,201247,Business,81049,1078.3487988216054,12874,Mutual Fund,2022-11-27,2022,11,November
300424,202394,Current,76984,3717.0,16033,Mutual Fund,2024-02-05,2024,2,February
300425,204958,Savings,96300,3678.789322406789,27849,Mutual Fund,2024-07-25,2024,7,July
300426,206517,Business,67446,4105.0,25493,Recurring Deposit,2024-01-14,2024,1,January
300427,201227,Savings,12326,4415.0,46476,Fixed Deposit,2024-08-08,2024,8,August
300428,208824,Savings,6290,2809.0,37545,Fixed Deposit,2022-04-05,2022,4,April
300429,206435,Current,59138,1604.0,45456,Recurring Deposit,2022-09-10,2022,9,September
300430,206420,Business,32101,841.0,29495,Fixed Deposit,2022-07-15,2022,7,July
300431,206142,Business,48932,1367.0,5507,Recurring Deposit,2025-02-26,2025,2,February
300432,208850,Savings,18717,3138.0,49437,Fixed Deposit,2022-11-07,2022,11,November
300433,207504,Business,82594,540.0,10373,Mutual Fund,2024-07-15,2024,7,July
300434,201123,Business,52947,2865.0,31238,Recurring Deposit,2022-05-15,2022,5,May
300435,206300,Business,92135,1388.0,27597,Recurring Deposit,2023-10-15,2023,10,October
300436,209075,Business,46684,1890.0,47178,Mutual Fund,2024-09-10,2024,9,September
300437,208888,Current,99466,2176.0,14254,Recurring Deposit,2024-07-26,2024,7,July
300438,208906,Current,65080,1064.0,22329,Fixed Deposit,2022-11-06,2022,11,November
300439,206290,Business,48607,525.0,27543,Recurring Deposit,2024-01-17,2024,1,January
300440,203989,Business,61680,872.5161486265661,48289,Mutual Fund,2022-10-04,2022,10,October
300441,200241,Business,93010,2570.0,7228,Recurring Deposit,2022-05-24,2022,5,May
300442,204274,Business,62945,2603.0,30279,Fixed Deposit,2023-07-12,2023,7,July
300443,202227,Business,88101,3809.0,2615,Mutual Fund,2023-10-08,2023,10,October
300444,207024,Current,37606,1967.0,39161,Recurring Deposit,2022-05-21,2022,5,May
300445,209531,Savings,53329,4301.0,43977,Recurring Deposit,2023-09-27,2023,9,September
300446,209935,Savings,60203,4344.0,35581,Mutual Fund,2023-02-10,2023,2,February
300447,206352,Savings,92279,1426.0,9474,Mutual Fund,2025-02-12,2025,2,February
300448,207655,Current,21879,4972.0,32819,Fixed Deposit,2023-04-12,2023,4,April
300449,207414,Current,61380,2970.0,13264,Recurring Deposit,2025-01-20,2025,1,January
300450,209652,Business,31559,190.0,26835,Mutual Fund,2022-08-27,2022,8,August
300451,206686,Current,79367,474.25009677525617,47012,Fixed Deposit,2023-09-21,2023,9,September
300452,208578,Current,9549,4639.0,26831,Mutual Fund,2024-08-06,2024,8,August
300453,205400,Business,46542,2178.0,28465,Recurring Deposit,2023-12-12,2023,12,December
300454,201441,Business,59599,1216.010290409291,5259,Recurring Deposit,2024-11-09,2024,11,November
300455,208992,Business,11277,4001.0,33198,Fixed Deposit,2022-11-16,2022,11,November
300456,200606,Savings,18062,998.0,24410,Fixed Deposit,2023-03-23,2023,3,March
300457,203109,Savings,83365,1053.0,33898,Mutual Fund,2022-11-28,2022,11,November
300458,200365,Business,16806,3239.0,34867,Recurring Deposit,2022-12-21,2022,12,December
300459,207343,Business,35408,1190.0,10439,Recurring Deposit,2023-12-21,2023,12,December
300460,204041,Savings,72695,3751.0,23078,Recurring Deposit,2022-04-28,2022,4,April
300461,209176,Business,91165,285.0,3418,Fixed Deposit,2022-12-24,2022,12,December
300462,201124,Business,25317,2673.0,17733,Fixed Deposit,2023-08-19,2023,8,August
300463,207996,Savings,22228,237.0,38769,Recurring Deposit,2023-12-20,2023,12,December
300464,208682,Current,37750,1585.0,39821,Recurring Deposit,2025-01-24,2025,1,January
300465,203644,Business,83691,2100.0,9211,Mutual Fund,2023-04-10,2023,4,April
300466,204224,Savings,24076,802.0,16374,Fixed Deposit,2023-05-09,2023,5,May
300467,202026,Savings,43279,672.0,24956,Mutual Fund,2022-11-23,2022,11,November
300468,200020,Savings,51750,273.0,11078,Fixed Deposit,2025-03-14,2025,3,March
300469,208219,Current,41003,392.0,1402,Mutual Fund,2022-09-04,2022,9,September
300470,205018,Business,90488,888.0,11218,Mutual Fund,2023-11-05,2023,11,November
300471,207071,Business,16312,4156.0,4719,Mutual Fund,2022-05-20,2022,5,May
300472,201453,Business,53705,3558.0,38289,Recurring Deposit,2024-03-21,2024,3,March
300473,205256,Current,48991,1526.0,21077,Mutual Fund,2023-03-01,2023,3,March
300474,206461,Savings,73367,306.0,19035,Fixed Deposit,2023-01-25,2023,1,January
300475,204835,Savings,46653,2401.0,44501,Mutual Fund,2024-03-05,2024,3,March
300476,205986,Business,93906,2939.0,33750,Recurring Deposit,2023-09-15,2023,9,September
300477,201475,Current,78248,4619.0,46387,Recurring Deposit,2023-07-08,2023,7,July
300478,200935,Savings,83228,1258.0,15608,Recurring Deposit,2023-03-09,2023,3,March
300479,208426,Current,11385,2705.0,25937,Recurring Deposit,2023-03-02,2023,3,March
300480,200034,Business,85774,2517.0,31731,Mutual Fund,2022-04-26,2022,4,April
300481,208530,Current,56227,225.0,41572,Mutual Fund,2025-01-09,2025,1,January
300482,203525,Business,41027,1522.0,14918,Fixed Deposit,2023-01-15,2023,1,January
300483,209694,Current,6580,3663.0,41434,Fixed Deposit,2023-11-29,2023,11,November
300484,205978,Current,86410,824.0,9060,Mutual Fund,2023-08-12,2023,8,August
300485,207807,Savings,59785,3440.4393153696933,44838,Fixed Deposit,2023-05-27,2023,5,May
300486,200705,Savings,34550,186.0,36655,Fixed Deposit,2022-07-06,2022,7,July
300487,204847,Current,15920,3688.0,24805,Fixed Deposit,2023-05-28,2023,5,May
300488,204344,Savings,8014,3870.0,49058,Fixed Deposit,2023-09-17,2023,9,September
300489,209316,Business,13050,2857.0,41495,Recurring Deposit,2024-12-11,2024,12,December
300490,205334,Business,34751,4223.0,3257,Fixed Deposit,2024-05-20,2024,5,May
300491,207467,Savings,16038,4214.0,13137,Mutual Fund,2023-12-01,2023,12,December
300492,209791,Savings,91905,3688.987716102979,19548,Mutual Fund,2025-02-08,2025,2,February
300493,204530,Savings,52376,4402.0,19629,Fixed Deposit,2024-06-30,2024,6,June
300494,200238,Current,10973,1027.0,42115,Recurring Deposit,2023-08-17,2023,8,August
300495,209339,Current,1771,761.0,20612,Recurring Deposit,2022-05-02,2022,5,May
300496,204244,Business,73848,4497.0,9593,Recurring Deposit,2022-09-16,2022,9,September
300497,202104,Current,16488,2870.0,15316,Fixed Deposit,2023-04-30,2023,4,April
300498,203668,Savings,42548,2658.0,9810,Mutual Fund,2022-12-23,2022,12,December
300499,204631,Current,18097,752.0,32830,Fixed Deposit,2024-09-07,2024,9,September
300500,202162,Current,43064,2425.0,34592,Mutual Fund,2023-05-07,2023,5,May
300501,206474,Current,93790,4177.0,21472,Mutual Fund,2022-05-19,2022,5,May
300502,204461,Savings,47292,465.0,4811,Recurring Deposit,2022-09-05,2022,9,September
300503,203565,Current,41030,2652.0,33563,Fixed Deposit,2024-10-02,2024,10,October
300504,205368,Current,36938,4641.0,10754,Mutual Fund,2024-01-25,2024,1,January
300505,202933,Current,28312,1195.0,22044,Mutual Fund,2023-09-09,2023,9,September
300506,203108,Savings,50199,555.0,9204,Mutual Fund,2023-07-21,2023,7,July
300507,200464,Current,48279,2260.0,3710,Mutual Fund,2024-01-27,2024,1,January
300508,205340,Business,75126,3866.0,31442,Mutual Fund,2024-10-17,2024,10,October
300509,202920,Business,27668,4628.0,45374,Recurring Deposit,2024-05-23,2024,5,May
300510,200810,Savings,23841,4426.0,44559,Recurring Deposit,2022-09-16,2022,9,September
300511,205909,Savings,38029,2709.0,44376,Mutual Fund,2023-11-09,2023,11,November
300512,205978,Current,86506,2381.0,48689,Fixed Deposit,2024-09-01,2024,9,September
300513,206629,Savings,88031,2717.0,24261,Mutual Fund,2023-01-10,2023,1,January
300514,200398,Current,5976,3780.0,40609,Fixed Deposit,2023-04-20,2023,4,April
300515,207700,Current,39359,3859.0,14534,Mutual Fund,2022-05-28,2022,5,May
300516,201075,Current,38562,1987.0,3345,Recurring Deposit,2024-01-27,2024,1,January
300517,207598,Current,28232,171.0,39934,Recurring Deposit,2022-03-23,2022,3,March
300518,201862,Savings,93350,3011.0,27087,Fixed Deposit,2024-06-05,2024,6,June
300519,200885,Business,93931,3055.0,40681,Mutual Fund,2024-07-04,2024,7,July
300520,205538,Savings,65170,125.0,34485,Mutual Fund,2025-02-19,2025,2,February
300521,202566,Current,99540,973.0,41231,Recurring Deposit,2025-01-25,2025,1,January
300522,201673,Business,50968,2117.0,21854,Fixed Deposit,2023-01-21,2023,1,January
300523,205259,Current,52135,3742.0,13697,Mutual Fund,2023-10-07,2023,10,October
300524,206490,Current,75259,2999.0,8061,Fixed Deposit,2024-01-19,2024,1,January
300525,201691,Current,62404,2519.0,19733,Recurring Deposit,2022-07-07,2022,7,July
300526,204153,Current,86844,1016.0,25935,Mutual Fund,2025-01-15,2025,1,January
300527,200657,Business,42644,3612.0,29369,Mutual Fund,2023-08-15,2023,8,August
300528,203256,Savings,36472,3654.0,49839,Fixed Deposit,2024-11-13,2024,11,November
300529,206321,Savings,26153,3417.0,42674,Recurring Deposit,2023-07-21,2023,7,July
300530,204054,Savings,69017,1677.0,34645,Recurring Deposit,2025-01-14,2025,1,January
300531,209702,Business,28077,2465.0,11575,Fixed Deposit,2022-09-30,2022,9,September
300532,205246,Business,33536,4942.0,18897,Recurring Deposit,2023-06-30,2023,6,June
300533,209260,Savings,69734,4225.0,1398,Recurring Deposit,2024-05-16,2024,5,May
300534,206333,Business,46697,160.0,2255,Fixed Deposit,2023-07-14,2023,7,July
300535,209577,Current,72670,1927.0,47207,Fixed Deposit,2025-01-19,2025,1,January
300536,202614,Savings,62181,666.0,22842,Mutual Fund,2023-12-15,2023,12,December
300537,200771,Current,38290,2407.0,35375,Recurring Deposit,2023-08-09,2023,8,August
300538,202574,Business,88440,2930.0,34662,Recurring Deposit,2023-12-06,2023,12,December
300539,202196,Current,73100,1322.0,4856,Mutual Fund,2025-03-08,2025,3,March
300540,207933,Business,95643,4291.0,48352,Fixed Deposit,2023-06-23,2023,6,June
300541,206357,Savings,4662,3780.0,11129,Recurring Deposit,2024-07-29,2024,7,July
300542,204715,Savings,3329,1948.0,32809,Fixed Deposit,2022-10-04,2022,10,October
300543,201997,Savings,30080,944.0,21847,Recurring Deposit,2023-01-13,2023,1,January
300544,202082,Business,24966,3339.0,38655,Fixed Deposit,2024-01-03,2024,1,January
